ExpPlant,Block,Pot,Trt,Treatment,Fvert,Umaydis,UmKey,Plant_pot,Height19,Smut20,Infect,LH_stage,Path_persist,PlantLives2,GallWT,LnGallWT,Vir,InVir,InVir_sd,n_Umx,InVir_pooledSD
1,1,1,23,U2-21,0,22,22,1,45,1,1,0,0,1,0,0,13.4,8.21,14.76,47,11.95
2,1,1,23,U2-21,0,22,22,2,40,2,1,2,1,1,36.6,3.6,18.4,8.21,14.76,47,11.95
3,1,1,23,U2-21,0,22,22,3,53.5,0,0,0,0,1,0,0,4.9,8.21,14.76,47,11.95
4,1,1,23,U2-21,0,22,22,4,50,1,1,0,0,1,0,0,8.4,8.21,14.76,47,11.95
5,1,1,23,U2-21,0,22,22,5,24,4,1,3,1,1,189.1,5.24,34.4,8.21,14.76,47,11.95
6,1,1,23,U2-21,0,22,22,6,47,0,0,0,0,1,0,0,11.4,8.21,14.76,47,11.95
7,1,2,48,F1-U2-21,1,22,22,1,50,1,1,0,0,1,0,0,10.2,8.21,14.76,47,11.95
8,1,2,48,F1-U2-21,1,22,22,2,61,0,0,0,0,1,0,0,-0.8,8.21,14.76,47,11.95
9,1,2,48,F1-U2-21,1,22,22,3,52,0,0,0,0,1,0,0,8.2,8.21,14.76,47,11.95
10,1,2,48,F1-U2-21,1,22,22,4,54,1,1,0,0,1,0,0,6.2,8.21,14.76,47,11.95
11,1,2,48,F1-U2-21,1,22,22,5,48,0,0,0,0,1,0,0,12.2,8.21,14.76,47,11.95
12,1,2,48,F1-U2-21,1,22,22,6,41,0,0,0,0,1,0,0,19.2,8.21,14.76,47,11.95
13,1,3,72,F2-U2-20,2,21,21,1,44,1,1,0,0,1,0,0,15.8,22.16,17.23,46,13.45
14,1,3,72,F2-U2-20,2,21,21,2,15,3,1,3,1,1,83.8,4.43,44.8,22.16,17.23,46,13.45
15,1,3,72,F2-U2-20,2,21,21,3,46,1,1,0,0,1,0,0,13.8,22.16,17.23,46,13.45
16,1,3,72,F2-U2-20,2,21,21,4,25,3,1,3,1,1,271.4,5.6,34.8,22.16,17.23,46,13.45
17,1,3,72,F2-U2-20,2,21,21,5,31,3,1,3,1,1,226.3,5.42,28.8,22.16,17.23,46,13.45
18,1,3,72,F2-U2-20,2,21,21,6,53,0,0,0,0,1,0,0,6.8,22.16,17.23,46,13.45
19,1,4,58,F2-U2-6,2,7,7,1,36,3,1,3,1,1,280.5,5.64,23.8,23.44,15.95,46,12.65
20,1,4,58,F2-U2-6,2,7,7,2,23,4,1,3,1,1,214.4,5.37,36.8,23.44,15.95,46,12.65
21,1,4,58,F2-U2-6,2,7,7,3,58,0,0,0,0,1,0,0,1.8,23.44,15.95,46,12.65
22,1,4,58,F2-U2-6,2,7,7,4,31,3,1,3,1,1,425.6,6.05,28.8,23.44,15.95,46,12.65
23,1,4,58,F2-U2-6,2,7,7,5,54,1,1,0,0,1,0,0,5.8,23.44,15.95,46,12.65
24,1,4,58,F2-U2-6,2,7,7,6,52,1,1,0,0,1,0,0,7.8,23.44,15.95,46,12.65
25,1,5,8,U2-6,0,7,7,1,21,4,1,3,1,1,89.7,4.5,37.4,23.44,15.95,46,12.65
26,1,5,8,U2-6,0,7,7,2,49,0,0,0,0,1,0,0,9.4,23.44,15.95,46,12.65
27,1,5,8,U2-6,0,7,7,3,46,1,1,0,0,1,0,0,12.4,23.44,15.95,46,12.65
28,1,5,8,U2-6,0,7,7,4,54,0,0,0,0,1,0,0,4.4,23.44,15.95,46,12.65
29,1,5,8,U2-6,0,7,7,5,59,1,1,2,1,1,354.1,5.87,-0.6,23.44,15.95,46,12.65
30,1,5,8,U2-6,0,7,7,6,53,0,0,0,0,1,0,0,5.4,23.44,15.95,46,12.65
31,1,6,18,U2-16,0,17,17,1,22,3,1,3,1,1,170.7,5.14,36.4,26.29,13.79,46,11.32
32,1,6,18,U2-16,0,17,17,2,58,0,0,0,0,1,0,0,0.4,26.29,13.79,46,11.32
33,1,6,18,U2-16,0,17,17,3,46,1,1,0,0,1,0,0,12.4,26.29,13.79,46,11.32
34,1,6,18,U2-16,0,17,17,4,30,3,1,3,1,1,556.1,6.32,28.4,26.29,13.79,46,11.32
35,1,6,18,U2-16,0,17,17,5,19,4,1,3,1,1,66.3,4.19,39.4,26.29,13.79,46,11.32
36,1,6,18,U2-16,0,17,17,6,18,4,1,3,1,1,83.1,4.42,40.4,26.29,13.79,46,11.32
37,1,7,46,F1-U2-19,1,20,20,1,45,1,1,0,0,1,0,0,15.2,19.36,14.83,48,12.02
38,1,7,46,F1-U2-19,1,20,20,2,47,1,1,0,0,1,0,0,13.2,19.36,14.83,48,12.02
39,1,7,46,F1-U2-19,1,20,20,3,49,1,1,0,0,1,0,0,11.2,19.36,14.83,48,12.02
40,1,7,46,F1-U2-19,1,20,20,4,54.5,0,0,0,0,1,0,0,5.7,19.36,14.83,48,12.02
41,1,7,46,F1-U2-19,1,20,20,5,23,3,1,3,1,1,210.9,5.35,37.2,19.36,14.83,48,12.02
42,1,7,46,F1-U2-19,1,20,20,6,43,1,1,0,0,1,0,0,17.2,19.36,14.83,48,12.02
43,1,8,1,Mock,0,0,0,1,52,0,1,2,1,1,NA,NA,6.4,NA,8.23,47,8.23
44,1,8,1,Mock,0,0,0,2,62,0,1,2,1,1,NA,NA,-3.6,NA,8.23,47,8.23
45,1,8,1,Mock,0,0,0,3,55,0,1,2,1,1,NA,NA,3.4,NA,8.23,47,8.23
46,1,8,1,Mock,0,0,0,4,53,0,1,2,1,1,NA,NA,5.4,NA,8.23,47,8.23
47,1,8,1,Mock,0,0,0,5,54,0,1,2,1,1,NA,NA,4.4,NA,8.23,47,8.23
48,1,8,1,Mock,0,0,0,6,50,0,1,2,1,1,NA,NA,8.4,NA,8.23,47,8.23
49,1,9,75,F2-U2-23,2,24,24,1,51,0,0,0,0,1,0,0,8.8,0.77,7.46,46,7.86
50,1,9,75,F2-U2-23,2,24,24,2,60,0,0,0,0,1,0,0,-0.2,0.77,7.46,46,7.86
51,1,9,75,F2-U2-23,2,24,24,3,60,0,0,0,0,1,0,0,-0.2,0.77,7.46,46,7.86
52,1,9,75,F2-U2-23,2,24,24,4,64.5,0,0,0,0,1,0,0,-4.7,0.77,7.46,46,7.86
53,1,9,75,F2-U2-23,2,24,24,5,49.5,0,0,0,0,1,0,0,10.3,0.77,7.46,46,7.86
54,1,9,75,F2-U2-23,2,24,24,6,59,1,1,0,0,1,0,0,0.8,0.77,7.46,46,7.86
55,1,10,54,F2-U2-2,2,3,3,1,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,27.26,18.38,45,14.13
56,1,10,54,F2-U2-2,2,3,3,2,56,1,1,0,0,1,0,0,3.8,27.26,18.38,45,14.13
57,1,10,54,F2-U2-2,2,3,3,3,32,3,1,3,1,1,190.4,5.25,27.8,27.26,18.38,45,14.13
58,1,10,54,F2-U2-2,2,3,3,4,16,4,1,3,1,1,57.3,4.05,43.8,27.26,18.38,45,14.13
59,1,10,54,F2-U2-2,2,3,3,5,46,1,1,0,0,1,0,0,13.8,27.26,18.38,45,14.13
60,1,10,54,F2-U2-2,2,3,3,6,47,0,0,0,0,1,0,0,12.8,27.26,18.38,45,14.13
61,1,11,39,F1-U2-12,1,13,13,1,50,1,1,0,0,1,0,0,10.2,18.72,16.88,43,13.09
62,1,11,39,F1-U2-12,1,13,13,2,22,1,1,0,0,1,0,0,38.2,18.72,16.88,43,13.09
63,1,11,39,F1-U2-12,1,13,13,3,25,4,1,3,1,1,281.5,5.64,35.2,18.72,16.88,43,13.09
64,1,11,39,F1-U2-12,1,13,13,4,51,0,0,0,0,1,0,0,9.2,18.72,16.88,43,13.09
65,1,11,39,F1-U2-12,1,13,13,5,35,4,1,3,1,1,247.4,5.51,25.2,18.72,16.88,43,13.09
66,1,11,39,F1-U2-12,1,13,13,6,62,0,0,0,0,1,0,0,-1.8,18.72,16.88,43,13.09
67,1,12,46,F1-U2-19,1,20,20,1,26,4,1,3,1,1,130.3,4.87,34.2,19.36,14.83,48,12.02
68,1,12,46,F1-U2-19,1,20,20,2,38,2,1,2,1,1,449.5,6.11,22.2,19.36,14.83,48,12.02
69,1,12,46,F1-U2-19,1,20,20,3,62,0,0,0,0,1,0,0,-1.8,19.36,14.83,48,12.02
70,1,12,46,F1-U2-19,1,20,20,4,55,0,0,0,0,1,0,0,5.2,19.36,14.83,48,12.02
71,1,12,46,F1-U2-19,1,20,20,5,23,3,1,3,1,1,340.1,5.83,37.2,19.36,14.83,48,12.02
72,1,12,46,F1-U2-19,1,20,20,6,31,4,1,3,1,1,189.6,5.24,29.2,19.36,14.83,48,12.02
73,1,13,52,F2-U2-P,2,1,1,1,39,1,1,0,0,1,0,0,20.8,20.83,15.32,42,12.1
74,1,13,52,F2-U2-P,2,1,1,2,42,0,0,0,0,1,0,0,17.8,20.83,15.32,42,12.1
75,1,13,52,F2-U2-P,2,1,1,3,56,0,0,0,0,1,0,0,3.8,20.83,15.32,42,12.1
76,1,13,52,F2-U2-P,2,1,1,4,54,0,0,0,0,1,0,0,5.8,20.83,15.32,42,12.1
77,1,13,52,F2-U2-P,2,1,1,5,34,4,1,3,1,1,168.8,5.13,25.8,20.83,15.32,42,12.1
78,1,13,52,F2-U2-P,2,1,1,6,37,3,1,3,1,1,461.1,6.13,22.8,20.83,15.32,42,12.1
79,1,14,13,U2-11,0,12,12,1,50,1,1,0,0,1,0,0,8.4,11.98,14.73,45,11.86
80,1,14,13,U2-11,0,12,12,2,49,1,1,0,0,1,0,0,9.4,11.98,14.73,45,11.86
81,1,14,13,U2-11,0,12,12,3,45,1,1,0,0,1,0,0,13.4,11.98,14.73,45,11.86
82,1,14,13,U2-11,0,12,12,4,49,0,0,0,0,1,0,0,9.4,11.98,14.73,45,11.86
83,1,14,13,U2-11,0,12,12,5,44,0,0,0,0,1,0,0,14.4,11.98,14.73,45,11.86
84,1,14,13,U2-11,0,12,12,6,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,11.98,14.73,45,11.86
85,1,15,61,F2-U2-9,2,10,10,1,50,1,1,0,0,1,0,0,9.8,17.52,12.26,47,10.44
86,1,15,61,F2-U2-9,2,10,10,2,56,1,1,0,0,1,0,0,3.8,17.52,12.26,47,10.44
87,1,15,61,F2-U2-9,2,10,10,3,37,0,0,0,0,1,0,0,22.8,17.52,12.26,47,10.44
88,1,15,61,F2-U2-9,2,10,10,4,48,0,0,0,0,1,0,0,11.8,17.52,12.26,47,10.44
89,1,15,61,F2-U2-9,2,10,10,5,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,17.52,12.26,47,10.44
90,1,15,61,F2-U2-9,2,10,10,6,60,1,1,0,0,1,0,0,-0.2,17.52,12.26,47,10.44
91,1,16,6,U2-4,0,5,5,1,26,4,1,3,1,1,202.3,5.31,32.4,28.05,13.39,46,11.09
92,1,16,6,U2-4,0,5,5,2,37,1,1,0,0,1,0,0,21.4,28.05,13.39,46,11.09
93,1,16,6,U2-4,0,5,5,3,21,4,1,3,1,1,103.4,4.64,37.4,28.05,13.39,46,11.09
94,1,16,6,U2-4,0,5,5,4,20,1,1,0,0,1,0,0,38.4,28.05,13.39,46,11.09
95,1,16,6,U2-4,0,5,5,5,20,4,1,3,1,1,100.3,4.61,38.4,28.05,13.39,46,11.09
96,1,16,6,U2-4,0,5,5,6,20,3,1,3,1,1,142.6,4.96,38.4,28.05,13.39,46,11.09
97,1,17,15,U2-13,0,14,14,1,50,1,1,0,0,1,0,0,8.4,18.84,13.62,45,11.19
98,1,17,15,U2-13,0,14,14,2,53,1,1,0,0,1,0,0,5.4,18.84,13.62,45,11.19
99,1,17,15,U2-13,0,14,14,3,63,0,0,0,0,1,0,0,-4.6,18.84,13.62,45,11.19
100,1,17,15,U2-13,0,14,14,4,36,3,1,3,1,1,386,5.96,22.4,18.84,13.62,45,11.19
101,1,17,15,U2-13,0,14,14,5,36,3,1,3,1,1,297.9,5.7,22.4,18.84,13.62,45,11.19
102,1,17,15,U2-13,0,14,14,6,57,0,0,0,0,1,0,0,1.4,18.84,13.62,45,11.19
103,1,18,60,F2-U2-8,2,9,9,1,27,3,1,3,1,1,169.6,5.13,32.8,22.85,15.65,46,12.46
104,1,18,60,F2-U2-8,2,9,9,2,27,4,1,3,1,1,224.4,5.41,32.8,22.85,15.65,46,12.46
105,1,18,60,F2-U2-8,2,9,9,3,62,1,1,0,0,1,0,0,-2.2,22.85,15.65,46,12.46
106,1,18,60,F2-U2-8,2,9,9,4,19,3,1,3,1,1,120.9,4.79,40.8,22.85,15.65,46,12.46
107,1,18,60,F2-U2-8,2,9,9,5,23,4,1,3,1,1,165.3,5.11,36.8,22.85,15.65,46,12.46
108,1,18,60,F2-U2-8,2,9,9,6,54,1,1,0,0,1,0,0,5.8,22.85,15.65,46,12.46
109,1,19,59,F2-U2-7,2,8,8,1,21,4,1,3,1,1,172.2,5.15,38.8,30.9,12.66,44,10.6
110,1,19,59,F2-U2-7,2,8,8,2,30,3,1,3,1,1,360.3,5.89,29.8,30.9,12.66,44,10.6
111,1,19,59,F2-U2-7,2,8,8,3,48,0,0,0,0,1,0,0,11.8,30.9,12.66,44,10.6
112,1,19,59,F2-U2-7,2,8,8,4,43,1,1,0,0,1,0,0,16.8,30.9,12.66,44,10.6
113,1,19,59,F2-U2-7,2,8,8,5,21,4,1,3,1,1,152.3,5.03,38.8,30.9,12.66,44,10.6
114,1,19,59,F2-U2-7,2,8,8,6,43,0,0,0,0,1,0,0,16.8,30.9,12.66,44,10.6
115,1,20,29,F1-U2-2,1,3,3,1,56.5,0,0,0,0,1,0,0,3.7,27.26,18.38,45,14.13
116,1,20,29,F1-U2-2,1,3,3,2,63,0,0,0,0,1,0,0,-2.8,27.26,18.38,45,14.13
117,1,20,29,F1-U2-2,1,3,3,3,56,0,0,0,0,1,0,0,4.2,27.26,18.38,45,14.13
118,1,20,29,F1-U2-2,1,3,3,4,58,1,1,0,0,1,0,0,2.2,27.26,18.38,45,14.13
119,1,20,29,F1-U2-2,1,3,3,5,51,1,1,0,0,1,0,0,9.2,27.26,18.38,45,14.13
120,1,20,29,F1-U2-2,1,3,3,6,55,0,0,0,0,1,0,0,5.2,27.26,18.38,45,14.13
121,1,21,65,F2-U2-13,2,14,14,1,57.5,0,0,0,0,1,0,0,2.3,18.84,13.62,45,11.19
122,1,21,65,F2-U2-13,2,14,14,2,58,0,0,0,0,1,0,0,1.8,18.84,13.62,45,11.19
123,1,21,65,F2-U2-13,2,14,14,3,50,0,0,0,0,1,0,0,9.8,18.84,13.62,45,11.19
124,1,21,65,F2-U2-13,2,14,14,4,51,0,0,0,0,1,0,0,8.8,18.84,13.62,45,11.19
125,1,21,65,F2-U2-13,2,14,14,5,37,4,1,3,1,1,248.8,5.52,22.8,18.84,13.62,45,11.19
126,1,21,65,F2-U2-13,2,14,14,6,65,0,0,0,0,1,0,0,-5.2,18.84,13.62,45,11.19
127,1,22,65,F2-U2-13,2,14,14,1,60,0,0,0,0,1,0,0,-0.2,18.84,13.62,45,11.19
128,1,22,65,F2-U2-13,2,14,14,2,61,0,0,0,0,1,0,0,-1.2,18.84,13.62,45,11.19
129,1,22,65,F2-U2-13,2,14,14,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,18.84,13.62,45,11.19
130,1,22,65,F2-U2-13,2,14,14,4,45,0,0,0,0,1,0,0,14.8,18.84,13.62,45,11.19
131,1,22,65,F2-U2-13,2,14,14,5,57,0,0,0,0,1,0,0,2.8,18.84,13.62,45,11.19
132,1,22,65,F2-U2-13,2,14,14,6,65,0,0,0,0,1,0,0,-5.2,18.84,13.62,45,11.19
133,1,23,60,F2-U2-8,2,9,9,1,61,0,0,0,0,1,0,0,-1.2,22.85,15.65,46,12.46
134,1,23,60,F2-U2-8,2,9,9,2,30,3,1,3,1,1,378.4,5.94,29.8,22.85,15.65,46,12.46
135,1,23,60,F2-U2-8,2,9,9,3,76,0,0,0,0,1,0,0,-16.2,22.85,15.65,46,12.46
136,1,23,60,F2-U2-8,2,9,9,4,64,0,0,0,0,1,0,0,-4.2,22.85,15.65,46,12.46
137,1,23,60,F2-U2-8,2,9,9,5,56,0,0,0,0,1,0,0,3.8,22.85,15.65,46,12.46
138,1,23,60,F2-U2-8,2,9,9,6,64,0,0,0,0,1,0,0,-4.2,22.85,15.65,46,12.46
139,1,24,28,F1-U2-1,1,2,2,1,50,1,1,0,0,1,0,0,10.2,30.82,13.66,47,11.28
140,1,24,28,F1-U2-1,1,2,2,2,19,3,1,3,1,1,104.6,4.65,41.2,30.82,13.66,47,11.28
141,1,24,28,F1-U2-1,1,2,2,3,22,3,1,3,1,1,119,4.78,38.2,30.82,13.66,47,11.28
142,1,24,28,F1-U2-1,1,2,2,4,10,3,1,3,1,1,28.9,3.36,50.2,30.82,13.66,47,11.28
143,1,24,28,F1-U2-1,1,2,2,5,27,3,1,3,1,1,310.3,5.74,33.2,30.82,13.66,47,11.28
144,1,24,28,F1-U2-1,1,2,2,6,51,0,0,0,0,1,0,0,9.2,30.82,13.66,47,11.28
145,1,25,48,F1-U2-21,1,22,22,1,51,0,0,0,0,1,0,0,9.2,8.21,14.76,47,11.95
146,1,25,48,F1-U2-21,1,22,22,2,59,0,0,0,0,1,0,0,1.2,8.21,14.76,47,11.95
147,1,25,48,F1-U2-21,1,22,22,3,59,0,0,0,0,1,0,0,1.2,8.21,14.76,47,11.95
148,1,25,48,F1-U2-21,1,22,22,4,62,1,1,0,0,1,0,0,-1.8,8.21,14.76,47,11.95
149,1,25,48,F1-U2-21,1,22,22,5,63,0,0,0,0,1,0,0,-2.8,8.21,14.76,47,11.95
150,1,25,48,F1-U2-21,1,22,22,6,48,0,0,0,0,1,0,0,12.2,8.21,14.76,47,11.95
151,1,26,48,F1-U2-21,1,22,22,1,68,0,0,0,0,1,0,0,-7.8,8.21,14.76,47,11.95
152,1,26,48,F1-U2-21,1,22,22,2,49,1,1,0,0,1,0,0,11.2,8.21,14.76,47,11.95
153,1,26,48,F1-U2-21,1,22,22,3,55,1,1,0,0,1,0,0,5.2,8.21,14.76,47,11.95
154,1,26,48,F1-U2-21,1,22,22,4,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,8.21,14.76,47,11.95
155,1,26,48,F1-U2-21,1,22,22,5,46,1,1,0,0,1,0,0,14.2,8.21,14.76,47,11.95
156,1,26,48,F1-U2-21,1,22,22,6,62.5,0,0,0,0,1,0,0,-2.3,8.21,14.76,47,11.95
157,1,27,11,U2-9,0,10,10,1,26,3,1,3,1,1,193,5.26,32.4,17.52,12.26,47,10.44
158,1,27,11,U2-9,0,10,10,2,39,1,1,0,0,1,0,0,19.4,17.52,12.26,47,10.44
159,1,27,11,U2-9,0,10,10,3,24,4,1,3,1,1,190.3,5.25,34.4,17.52,12.26,47,10.44
160,1,27,11,U2-9,0,10,10,4,52.5,1,1,0,0,1,0,0,5.9,17.52,12.26,47,10.44
161,1,27,11,U2-9,0,10,10,5,52,0,0,0,0,1,0,0,6.4,17.52,12.26,47,10.44
162,1,27,11,U2-9,0,10,10,6,53,0,0,0,0,1,0,0,5.4,17.52,12.26,47,10.44
163,1,28,44,F1-U2-17,1,18,18,1,21,4,1,3,1,1,101,4.62,39.2,25.56,15.57,45,12.38
164,1,28,44,F1-U2-17,1,18,18,2,41,2,1,2,1,1,17.7,2.87,19.2,25.56,15.57,45,12.38
165,1,28,44,F1-U2-17,1,18,18,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,25.56,15.57,45,12.38
166,1,28,44,F1-U2-17,1,18,18,4,66,0,0,0,0,1,0,0,-5.8,25.56,15.57,45,12.38
167,1,28,44,F1-U2-17,1,18,18,5,14,3,1,3,1,1,27.4,3.31,46.2,25.56,15.57,45,12.38
168,1,28,44,F1-U2-17,1,18,18,6,34,3,1,3,1,1,235.6,5.46,26.2,25.56,15.57,45,12.38
169,1,29,71,F2-U2-19,2,20,20,1,57,0,0,0,0,1,0,0,2.8,19.36,14.83,48,12.02
170,1,29,71,F2-U2-19,2,20,20,2,46,0,0,0,0,1,0,0,13.8,19.36,14.83,48,12.02
171,1,29,71,F2-U2-19,2,20,20,3,22,3,1,3,1,1,162.2,5.09,37.8,19.36,14.83,48,12.02
172,1,29,71,F2-U2-19,2,20,20,4,19,4,1,3,1,1,82.7,4.42,40.8,19.36,14.83,48,12.02
173,1,29,71,F2-U2-19,2,20,20,5,63,0,0,0,0,1,0,0,-3.2,19.36,14.83,48,12.02
174,1,29,71,F2-U2-19,2,20,20,6,44,0,0,0,0,1,0,0,15.8,19.36,14.83,48,12.02
175,1,30,56,F2-U2-4,2,5,5,1,21,4,1,3,1,1,147.5,4.99,38.8,28.05,13.39,46,11.09
176,1,30,56,F2-U2-4,2,5,5,2,22,4,1,3,1,1,129.3,4.86,37.8,28.05,13.39,46,11.09
177,1,30,56,F2-U2-4,2,5,5,3,61,1,1,0,0,1,0,0,-1.2,28.05,13.39,46,11.09
178,1,30,56,F2-U2-4,2,5,5,4,59,0,0,0,0,1,0,0,0.8,28.05,13.39,46,11.09
179,1,30,56,F2-U2-4,2,5,5,5,8,3,1,3,1,1,17.8,2.88,51.8,28.05,13.39,46,11.09
180,1,30,56,F2-U2-4,2,5,5,6,17,4,1,3,1,1,67.4,4.21,42.8,28.05,13.39,46,11.09
181,1,31,9,U2-7,0,8,8,1,17,3,1,3,1,1,114.1,4.74,41.4,30.9,12.66,44,10.6
182,1,31,9,U2-7,0,8,8,2,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,30.9,12.66,44,10.6
183,1,31,9,U2-7,0,8,8,3,20,4,1,3,1,1,133.7,4.9,38.4,30.9,12.66,44,10.6
184,1,31,9,U2-7,0,8,8,4,15,3,1,3,1,1,75,4.32,43.4,30.9,12.66,44,10.6
185,1,31,9,U2-7,0,8,8,5,21.5,3,1,3,1,1,159.8,5.07,36.9,30.9,12.66,44,10.6
186,1,31,9,U2-7,0,8,8,6,58,1,1,0,0,1,0,0,0.4,30.9,12.66,44,10.6
187,1,32,55,F2-U2-3,2,4,4,1,64,0,0,0,0,1,0,0,-4.2,31.18,14.02,47,11.49
188,1,32,55,F2-U2-3,2,4,4,2,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,31.18,14.02,47,11.49
189,1,32,55,F2-U2-3,2,4,4,3,47,1,1,0,0,1,0,0,12.8,31.18,14.02,47,11.49
190,1,32,55,F2-U2-3,2,4,4,4,50,0,0,0,0,1,0,0,9.8,31.18,14.02,47,11.49
191,1,32,55,F2-U2-3,2,4,4,5,19,4,1,3,1,1,88.7,4.49,40.8,31.18,14.02,47,11.49
192,1,32,55,F2-U2-3,2,4,4,6,49,1,1,0,0,1,0,0,10.8,31.18,14.02,47,11.49
193,1,33,36,F1-U2-9,1,10,10,1,66,1,1,0,0,1,0,0,-5.8,17.52,12.26,47,10.44
194,1,33,36,F1-U2-9,1,10,10,2,64,1,1,0,0,1,0,0,-3.8,17.52,12.26,47,10.44
195,1,33,36,F1-U2-9,1,10,10,3,51,1,1,0,0,1,0,0,9.2,17.52,12.26,47,10.44
196,1,33,36,F1-U2-9,1,10,10,4,51,1,1,0,0,1,0,0,9.2,17.52,12.26,47,10.44
197,1,33,36,F1-U2-9,1,10,10,5,61,0,0,0,0,1,0,0,-0.8,17.52,12.26,47,10.44
198,1,33,36,F1-U2-9,1,10,10,6,39,3,1,3,1,1,405.4,6,21.2,17.52,12.26,47,10.44
199,1,34,50,F1-U2-23,1,24,24,1,72,0,0,0,0,1,0,0,-11.8,0.77,7.46,46,7.86
200,1,34,50,F1-U2-23,1,24,24,2,51,0,0,0,0,1,0,0,9.2,0.77,7.46,46,7.86
201,1,34,50,F1-U2-23,1,24,24,3,48,0,0,0,0,1,0,0,12.2,0.77,7.46,46,7.86
202,1,34,50,F1-U2-23,1,24,24,4,66,0,0,0,0,1,0,0,-5.8,0.77,7.46,46,7.86
203,1,34,50,F1-U2-23,1,24,24,5,50,0,0,0,0,1,0,0,10.2,0.77,7.46,46,7.86
204,1,34,50,F1-U2-23,1,24,24,6,49,1,1,0,0,1,0,0,11.2,0.77,7.46,46,7.86
205,1,35,10,U2-8,0,9,9,1,35,2,1,2,1,1,4.3,1.46,23.4,22.85,15.65,46,12.46
206,1,35,10,U2-8,0,9,9,2,43,1,1,0,0,1,0,0,15.4,22.85,15.65,46,12.46
207,1,35,10,U2-8,0,9,9,3,23,4,1,3,1,1,126.4,4.84,35.4,22.85,15.65,46,12.46
208,1,35,10,U2-8,0,9,9,4,25,3,1,3,1,1,139.6,4.94,33.4,22.85,15.65,46,12.46
209,1,35,10,U2-8,0,9,9,5,25,3,1,3,1,1,158.5,5.07,33.4,22.85,15.65,46,12.46
210,1,35,10,U2-8,0,9,9,6,54,1,1,0,0,1,0,0,4.4,22.85,15.65,46,12.46
211,1,36,21,U2-19,0,20,20,1,16,3,1,3,1,1,82,4.41,42.4,19.36,14.83,48,12.02
212,1,36,21,U2-19,0,20,20,2,54,0,0,0,0,1,0,0,4.4,19.36,14.83,48,12.02
213,1,36,21,U2-19,0,20,20,3,32,3,1,3,1,1,308.2,5.73,26.4,19.36,14.83,48,12.02
214,1,36,21,U2-19,0,20,20,4,37,3,1,3,1,1,192.6,5.26,21.4,19.36,14.83,48,12.02
215,1,36,21,U2-19,0,20,20,5,41,1,1,0,0,1,0,0,17.4,19.36,14.83,48,12.02
216,1,36,21,U2-19,0,20,20,6,20,4,1,3,1,1,110,4.7,38.4,19.36,14.83,48,12.02
217,1,37,25,U2-23,0,24,24,1,57,0,0,0,0,1,0,0,1.4,0.77,7.46,46,7.86
218,1,37,25,U2-23,0,24,24,2,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,0.77,7.46,46,7.86
219,1,37,25,U2-23,0,24,24,3,51.5,0,0,0,0,1,0,0,6.9,0.77,7.46,46,7.86
220,1,37,25,U2-23,0,24,24,4,60,0,0,0,0,1,0,0,-1.6,0.77,7.46,46,7.86
221,1,37,25,U2-23,0,24,24,5,57,0,0,0,0,1,0,0,1.4,0.77,7.46,46,7.86
222,1,37,25,U2-23,0,24,24,6,61,1,1,0,0,1,0,0,-2.6,0.77,7.46,46,7.86
223,1,38,61,F2-U2-9,2,10,10,1,66,1,1,0,0,1,0,0,-6.2,17.52,12.26,47,10.44
224,1,38,61,F2-U2-9,2,10,10,2,45,2,1,2,1,1,439,6.08,14.8,17.52,12.26,47,10.44
225,1,38,61,F2-U2-9,2,10,10,3,70,0,0,0,0,1,0,0,-10.2,17.52,12.26,47,10.44
226,1,38,61,F2-U2-9,2,10,10,4,24,4,1,3,1,1,160.8,5.08,35.8,17.52,12.26,47,10.44
227,1,38,61,F2-U2-9,2,10,10,5,59,1,1,0,0,1,0,0,0.8,17.52,12.26,47,10.44
228,1,38,61,F2-U2-9,2,10,10,6,47,0,0,0,0,1,0,0,12.8,17.52,12.26,47,10.44
229,1,39,33,F1-U2-6,1,7,7,1,44,1,1,0,0,1,0,0,16.2,23.44,15.95,46,12.65
230,1,39,33,F1-U2-6,1,7,7,2,48,1,1,0,0,1,0,0,12.2,23.44,15.95,46,12.65
231,1,39,33,F1-U2-6,1,7,7,3,31,1,1,0,0,1,0,0,29.2,23.44,15.95,46,12.65
232,1,39,33,F1-U2-6,1,7,7,4,49,0,0,0,0,1,0,0,11.2,23.44,15.95,46,12.65
233,1,39,33,F1-U2-6,1,7,7,5,35,3,1,3,1,1,253.8,5.54,25.2,23.44,15.95,46,12.65
234,1,39,33,F1-U2-6,1,7,7,6,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,23.44,15.95,46,12.65
235,1,40,53,F2-U2-1,2,2,2,1,49,1,1,0,0,1,0,0,10.8,30.82,13.66,47,11.28
