ExpPlant,Block,Pot,Trt,Treatment,Fvert,Umaydis,UmKey,Plant_pot,Height19,Smut20,Infect,LH_stage,Path_persist,PlantLives2,GallWT,LnGallWT,Vir,InVir,InVir_sd,n_Umx,InVir_pooledSD
1619,1,270,56,F2-U2-4,2,5,5,5,64,0,0,0,0,1,0,0,-4.2,28.05,13.39,46,11.09
1620,1,270,56,F2-U2-4,2,5,5,6,65,0,0,0,0,1,0,0,-5.2,28.05,13.39,46,11.09
1621,1,271,55,F2-U2-3,2,4,4,1,60,0,0,0,0,1,0,0,-0.2,31.18,14.02,47,11.49
1622,1,271,55,F2-U2-3,2,4,4,2,62,0,0,0,0,1,0,0,-2.2,31.18,14.02,47,11.49
1623,1,271,55,F2-U2-3,2,4,4,3,36,1,1,0,0,1,0,0,23.8,31.18,14.02,47,11.49
1624,1,271,55,F2-U2-3,2,4,4,4,35,3,1,3,1,1,201.2,5.3,24.8,31.18,14.02,47,11.49
1625,1,271,55,F2-U2-3,2,4,4,5,59,0,0,0,0,1,0,0,0.8,31.18,14.02,47,11.49
1626,1,271,55,F2-U2-3,2,4,4,6,19,3,1,3,1,1,111.3,4.71,40.8,31.18,14.02,47,11.49
1627,1,272,71,F2-U2-19,2,20,20,1,23,3,1,3,1,1,50.8,3.93,36.8,19.36,14.83,48,12.02
1628,1,272,71,F2-U2-19,2,20,20,2,18,4,1,3,1,1,75,4.32,41.8,19.36,14.83,48,12.02
1629,1,272,71,F2-U2-19,2,20,20,3,13,3,1,3,1,1,31.5,3.45,46.8,19.36,14.83,48,12.02
1630,1,272,71,F2-U2-19,2,20,20,4,23,4,1,3,1,1,105,4.65,36.8,19.36,14.83,48,12.02
1631,1,272,71,F2-U2-19,2,20,20,5,22,3,1,3,1,1,236.1,5.46,37.8,19.36,14.83,48,12.02
1632,1,272,71,F2-U2-19,2,20,20,6,23,3,1,3,1,1,84.8,4.44,36.8,19.36,14.83,48,12.02
1633,1,273,48,F1-U2-21,1,22,22,1,59,0,0,0,0,1,0,0,1.2,8.21,14.76,47,11.95
1634,1,273,48,F1-U2-21,1,22,22,2,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,8.21,14.76,47,11.95
1635,1,273,48,F1-U2-21,1,22,22,3,57,0,0,0,0,1,0,0,3.2,8.21,14.76,47,11.95
1636,1,273,48,F1-U2-21,1,22,22,4,52,0,0,0,0,1,0,0,8.2,8.21,14.76,47,11.95
1637,1,273,48,F1-U2-21,1,22,22,5,69,0,0,0,0,1,0,0,-8.8,8.21,14.76,47,11.95
1638,1,273,48,F1-U2-21,1,22,22,6,62,0,0,0,0,1,0,0,-1.8,8.21,14.76,47,11.95
1639,1,274,9,U2-7,0,8,8,1,14,4,1,3,1,1,39.1,3.67,44.4,30.9,12.66,44,10.6
1640,1,274,9,U2-7,0,8,8,2,18.5,3,1,3,1,1,93.1,4.53,39.9,30.9,12.66,44,10.6
1641,1,274,9,U2-7,0,8,8,3,38,2,1,2,1,1,602.6,6.4,20.4,30.9,12.66,44,10.6
1642,1,274,9,U2-7,0,8,8,4,29,1,1,2,1,1,331.2,5.8,29.4,30.9,12.66,44,10.6
1643,1,274,9,U2-7,0,8,8,5,49,1,1,0,0,1,0,0,9.4,30.9,12.66,44,10.6
1644,1,274,9,U2-7,0,8,8,6,19,4,1,3,1,1,65,4.17,39.4,30.9,12.66,44,10.6
1645,1,275,55,F2-U2-3,2,4,4,1,17,4,1,3,1,1,58.1,4.06,42.8,31.18,14.02,47,11.49
1646,1,275,55,F2-U2-3,2,4,4,2,18.5,4,1,3,1,1,76.5,4.34,41.3,31.18,14.02,47,11.49
1647,1,275,55,F2-U2-3,2,4,4,3,21,3,1,3,1,1,108.2,4.68,38.8,31.18,14.02,47,11.49
1648,1,275,55,F2-U2-3,2,4,4,4,21.5,3,1,3,1,1,114.4,4.74,38.3,31.18,14.02,47,11.49
1649,1,275,55,F2-U2-3,2,4,4,5,22,4,1,3,1,1,96.7,4.57,37.8,31.18,14.02,47,11.49
1650,1,275,55,F2-U2-3,2,4,4,6,21,4,1,3,1,1,109.7,4.7,38.8,31.18,14.02,47,11.49
1651,1,276,30,F1-U2-3,1,4,4,1,32,4,1,3,1,1,187.1,5.23,28.2,31.18,14.02,47,11.49
1652,1,276,30,F1-U2-3,1,4,4,2,17,4,1,3,1,1,78.1,4.36,43.2,31.18,14.02,47,11.49
1653,1,276,30,F1-U2-3,1,4,4,3,20,4,1,3,1,1,93.4,4.54,40.2,31.18,14.02,47,11.49
1654,1,276,30,F1-U2-3,1,4,4,4,14,3,1,3,1,1,72.9,4.29,46.2,31.18,14.02,47,11.49
1655,1,276,30,F1-U2-3,1,4,4,5,51,1,1,0,0,1,0,0,9.2,31.18,14.02,47,11.49
1656,1,276,30,F1-U2-3,1,4,4,6,18,4,1,3,1,1,71.9,4.28,42.2,31.18,14.02,47,11.49
1657,1,277,59,F2-U2-7,2,8,8,1,55,0,0,0,0,1,0,0,4.8,30.9,12.66,44,10.6
1658,1,277,59,F2-U2-7,2,8,8,2,18,4,1,3,1,1,70.3,4.25,41.8,30.9,12.66,44,10.6
1659,1,277,59,F2-U2-7,2,8,8,3,17,4,1,3,1,1,72.7,4.29,42.8,30.9,12.66,44,10.6
1660,1,277,59,F2-U2-7,2,8,8,4,41,0,0,0,0,1,0,0,18.8,30.9,12.66,44,10.6
1661,1,277,59,F2-U2-7,2,8,8,5,23,3,1,3,1,1,90.1,4.5,36.8,30.9,12.66,44,10.6
1662,1,277,59,F2-U2-7,2,8,8,6,63,0,0,0,0,1,0,0,-3.2,30.9,12.66,44,10.6
1663,1,278,15,U2-13,0,14,14,1,40,3,1,3,1,1,294.6,5.69,18.4,18.84,13.62,45,11.19
1664,1,278,15,U2-13,0,14,14,2,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,18.84,13.62,45,11.19
1665,1,278,15,U2-13,0,14,14,3,28,1,1,0,0,1,0,0,30.4,18.84,13.62,45,11.19
1666,1,278,15,U2-13,0,14,14,4,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,18.84,13.62,45,11.19
1667,1,278,15,U2-13,0,14,14,5,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,18.84,13.62,45,11.19
1668,1,278,15,U2-13,0,14,14,6,38,4,1,3,1,1,245.6,5.5,20.4,18.84,13.62,45,11.19
1669,1,279,53,F2-U2-1,2,2,2,1,34,1,1,0,0,1,0,0,25.8,30.82,13.66,47,11.28
1670,1,279,53,F2-U2-1,2,2,2,2,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,30.82,13.66,47,11.28
1671,1,279,53,F2-U2-1,2,2,2,3,37,3,1,3,1,1,348.6,5.85,22.8,30.82,13.66,47,11.28
1672,1,279,53,F2-U2-1,2,2,2,4,24,2,1,2,1,1,14.5,2.67,35.8,30.82,13.66,47,11.28
1673,1,279,53,F2-U2-1,2,2,2,5,17,4,1,3,1,1,20.6,3.03,42.8,30.82,13.66,47,11.28
1674,1,279,53,F2-U2-1,2,2,2,6,28,3,1,3,1,1,203.1,5.31,31.8,30.82,13.66,47,11.28
1675,1,280,3,U2-1,0,2,2,1,45,0,0,0,0,1,0,0,13.4,30.82,13.66,47,11.28
1676,1,280,3,U2-1,0,2,2,2,18.5,3,1,3,1,1,53.1,3.97,39.9,30.82,13.66,47,11.28
1677,1,280,3,U2-1,0,2,2,3,23.5,4,1,3,1,1,139.2,4.94,34.9,30.82,13.66,47,11.28
1678,1,280,3,U2-1,0,2,2,4,17.5,3,1,3,1,1,73.2,4.29,40.9,30.82,13.66,47,11.28
1679,1,280,3,U2-1,0,2,2,5,18,3,1,3,1,1,101.8,4.62,40.4,30.82,13.66,47,11.28
1680,1,280,3,U2-1,0,2,2,6,45,0,0,0,0,1,0,0,13.4,30.82,13.66,47,11.28
1681,1,281,69,F2-U2-17,2,18,18,1,42,0,0,0,0,1,0,0,17.8,25.56,15.57,45,12.38
1682,1,281,69,F2-U2-17,2,18,18,2,47,0,0,0,0,1,0,0,12.8,25.56,15.57,45,12.38
1683,1,281,69,F2-U2-17,2,18,18,3,62,1,1,0,0,1,0,0,-2.2,25.56,15.57,45,12.38
1684,1,281,69,F2-U2-17,2,18,18,4,24,3,1,3,1,1,200.1,5.3,35.8,25.56,15.57,45,12.38
1685,1,281,69,F2-U2-17,2,18,18,5,18.5,4,1,3,1,1,85.3,4.45,41.3,25.56,15.57,45,12.38
1686,1,281,69,F2-U2-17,2,18,18,6,61,0,0,0,0,1,0,0,-1.2,25.56,15.57,45,12.38
1687,1,282,11,U2-9,0,10,10,1,41,1,1,0,0,1,0,0,17.4,17.52,12.26,47,10.44
1688,1,282,11,U2-9,0,10,10,2,32,3,1,3,1,1,144.8,4.98,26.4,17.52,12.26,47,10.44
1689,1,282,11,U2-9,0,10,10,3,38,2,1,2,1,1,10.8,2.38,20.4,17.52,12.26,47,10.44
1690,1,282,11,U2-9,0,10,10,4,54,1,1,0,0,1,0,0,4.4,17.52,12.26,47,10.44
1691,1,282,11,U2-9,0,10,10,5,43,1,1,0,0,1,0,0,15.4,17.52,12.26,47,10.44
1692,1,282,11,U2-9,0,10,10,6,53,1,1,0,0,1,0,0,5.4,17.52,12.26,47,10.44
1693,1,283,63,F2-U2-11,2,12,12,1,51,0,0,0,0,1,0,0,8.8,11.98,14.73,45,11.86
1694,1,283,63,F2-U2-11,2,12,12,2,41,1,1,0,0,1,0,0,18.8,11.98,14.73,45,11.86
1695,1,283,63,F2-U2-11,2,12,12,3,59,0,0,0,0,1,0,0,0.8,11.98,14.73,45,11.86
1696,1,283,63,F2-U2-11,2,12,12,4,56,0,0,0,0,1,0,0,3.8,11.98,14.73,45,11.86
1697,1,283,63,F2-U2-11,2,12,12,5,53,0,0,0,0,1,0,0,6.8,11.98,14.73,45,11.86
1698,1,283,63,F2-U2-11,2,12,12,6,58,0,0,0,0,1,0,0,1.8,11.98,14.73,45,11.86
1699,1,284,8,U2-6,0,7,7,1,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,23.44,15.95,46,12.65
1700,1,284,8,U2-6,0,7,7,2,31,0,0,0,0,1,0,0,27.4,23.44,15.95,46,12.65
1701,1,284,8,U2-6,0,7,7,3,15,4,1,3,1,1,40,3.69,43.4,23.44,15.95,46,12.65
1702,1,284,8,U2-6,0,7,7,4,15,4,1,3,1,1,64.6,4.17,43.4,23.44,15.95,46,12.65
1703,1,284,8,U2-6,0,7,7,5,44,1,1,0,0,1,0,0,14.4,23.44,15.95,46,12.65
1704,1,284,8,U2-6,0,7,7,6,44,0,0,0,0,1,0,0,14.4,23.44,15.95,46,12.65
1705,1,285,6,U2-4,0,5,5,1,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,28.05,13.39,46,11.09
1706,1,285,6,U2-4,0,5,5,2,14,3,1,3,1,1,56.6,4.04,44.4,28.05,13.39,46,11.09
1707,1,285,6,U2-4,0,5,5,3,29,0,0,0,0,1,0,0,29.4,28.05,13.39,46,11.09
1708,1,285,6,U2-4,0,5,5,4,35,1,1,2,1,1,241.4,5.49,23.4,28.05,13.39,46,11.09
1709,1,285,6,U2-4,0,5,5,5,57,0,0,0,0,1,0,0,1.4,28.05,13.39,46,11.09
1710,1,285,6,U2-4,0,5,5,6,47,1,1,0,0,1,0,0,11.4,28.05,13.39,46,11.09
1711,1,286,72,F2-U2-20,2,21,21,1,53,0,0,0,0,1,0,0,6.8,22.16,17.23,46,13.45
1712,1,286,72,F2-U2-20,2,21,21,2,19,4,1,3,1,1,30.7,3.42,40.8,22.16,17.23,46,13.45
1713,1,286,72,F2-U2-20,2,21,21,3,38,2,1,2,1,1,387,5.96,21.8,22.16,17.23,46,13.45
1714,1,286,72,F2-U2-20,2,21,21,4,61,0,0,0,0,1,0,0,-1.2,22.16,17.23,46,13.45
1715,1,286,72,F2-U2-20,2,21,21,5,37,1,1,0,0,1,0,0,22.8,22.16,17.23,46,13.45
1716,1,286,72,F2-U2-20,2,21,21,6,69,0,0,0,0,1,0,0,-9.2,22.16,17.23,46,13.45
1717,1,287,34,F1-U2-7,1,8,8,1,39,0,0,0,0,1,0,0,21.2,30.9,12.66,44,10.6
1718,1,287,34,F1-U2-7,1,8,8,2,40,1,1,0,0,1,0,0,20.2,30.9,12.66,44,10.6
1719,1,287,34,F1-U2-7,1,8,8,3,30,3,1,3,1,1,105.4,4.66,30.2,30.9,12.66,44,10.6
1720,1,287,34,F1-U2-7,1,8,8,4,17,4,1,3,1,1,54.8,4,43.2,30.9,12.66,44,10.6
1721,1,287,34,F1-U2-7,1,8,8,5,32,3,1,3,1,1,130.7,4.87,28.2,30.9,12.66,44,10.6
1722,1,287,34,F1-U2-7,1,8,8,6,30,4,1,3,1,1,176.1,5.17,30.2,30.9,12.66,44,10.6
1723,1,288,74,F2-U2-22,2,23,23,1,23,3,1,3,1,1,91.8,4.52,36.8,23.02,17.07,45,13.31
1724,1,288,74,F2-U2-22,2,23,23,2,61,0,0,0,0,1,0,0,-1.2,23.02,17.07,45,13.31
1725,1,288,74,F2-U2-22,2,23,23,3,32,4,1,3,1,1,145.3,4.98,27.8,23.02,17.07,45,13.31
1726,1,288,74,F2-U2-22,2,23,23,4,22,3,1,3,1,1,129,4.86,37.8,23.02,17.07,45,13.31
1727,1,288,74,F2-U2-22,2,23,23,5,33,0,0,0,0,1,0,0,26.8,23.02,17.07,45,13.31
1728,1,288,74,F2-U2-22,2,23,23,6,54,1,1,0,0,1,0,0,5.8,23.02,17.07,45,13.31
1729,1,289,55,F2-U2-3,2,4,4,1,24,1,1,0,0,1,0,0,35.8,31.18,14.02,47,11.49
1730,1,289,55,F2-U2-3,2,4,4,2,53,0,0,0,0,1,0,0,6.8,31.18,14.02,47,11.49
1731,1,289,55,F2-U2-3,2,4,4,3,43,1,1,0,0,1,0,0,16.8,31.18,14.02,47,11.49
1732,1,289,55,F2-U2-3,2,4,4,4,20,3,1,3,1,1,117.2,4.76,39.8,31.18,14.02,47,11.49
1733,1,289,55,F2-U2-3,2,4,4,5,16,3,1,3,1,1,214.4,5.37,43.8,31.18,14.02,47,11.49
1734,1,289,55,F2-U2-3,2,4,4,6,48,1,1,0,0,1,0,0,11.8,31.18,14.02,47,11.49
1735,1,290,24,U2-22,0,23,23,1,13,3,1,3,1,1,25.5,3.24,45.4,23.02,17.07,45,13.31
1736,1,290,24,U2-22,0,23,23,2,22,4,1,3,1,1,138.2,4.93,36.4,23.02,17.07,45,13.31
1737,1,290,24,U2-22,0,23,23,3,27,2,1,2,1,1,58.9,4.08,31.4,23.02,17.07,45,13.31
1738,1,290,24,U2-22,0,23,23,4,18,4,1,3,1,1,50.4,3.92,40.4,23.02,17.07,45,13.31
1739,1,290,24,U2-22,0,23,23,5,55,0,0,0,0,1,0,0,3.4,23.02,17.07,45,13.31
1740,1,290,24,U2-22,0,23,23,6,50,1,1,0,0,1,0,0,8.4,23.02,17.07,45,13.31
1741,1,291,58,F2-U2-6,2,7,7,1,29,1,1,2,1,1,199.2,5.29,30.8,23.44,15.95,46,12.65
1742,1,291,58,F2-U2-6,2,7,7,2,53,1,1,0,0,1,0,0,6.8,23.44,15.95,46,12.65
1743,1,291,58,F2-U2-6,2,7,7,3,50,1,1,0,0,1,0,0,9.8,23.44,15.95,46,12.65
1744,1,291,58,F2-U2-6,2,7,7,4,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,23.44,15.95,46,12.65
1745,1,291,58,F2-U2-6,2,7,7,5,19,2,1,2,1,1,25.4,3.23,40.8,23.44,15.95,46,12.65
1746,1,291,58,F2-U2-6,2,7,7,6,54,1,1,0,0,1,0,0,5.8,23.44,15.95,46,12.65
1747,1,292,37,F1-U2-10,1,11,11,1,50,0,0,0,0,1,0,0,10.2,25.85,14.8,47,11.97
1748,1,292,37,F1-U2-10,1,11,11,2,35,3,1,3,1,1,217.9,5.38,25.2,25.85,14.8,47,11.97
1749,1,292,37,F1-U2-10,1,11,11,3,56,0,0,0,0,1,0,0,4.2,25.85,14.8,47,11.97
1750,1,292,37,F1-U2-10,1,11,11,4,31,0,0,0,0,1,0,0,29.2,25.85,14.8,47,11.97
1751,1,292,37,F1-U2-10,1,11,11,5,43,0,0,0,0,1,0,0,17.2,25.85,14.8,47,11.97
1752,1,292,37,F1-U2-10,1,11,11,6,47,0,0,0,0,1,0,0,13.2,25.85,14.8,47,11.97
1753,1,293,63,F2-U2-11,2,12,12,1,48,0,0,0,0,1,0,0,11.8,11.98,14.73,45,11.86
1754,1,293,63,F2-U2-11,2,12,12,2,59,0,0,0,0,1,0,0,0.8,11.98,14.73,45,11.86
1755,1,293,63,F2-U2-11,2,12,12,3,49,0,0,0,0,1,0,0,10.8,11.98,14.73,45,11.86
1756,1,293,63,F2-U2-11,2,12,12,4,49,0,0,0,0,1,0,0,10.8,11.98,14.73,45,11.86
1757,1,293,63,F2-U2-11,2,12,12,5,23,4,1,3,1,1,76.1,4.33,36.8,11.98,14.73,45,11.86
1758,1,293,63,F2-U2-11,2,12,12,6,60,0,0,0,0,1,0,0,-0.2,11.98,14.73,45,11.86
1759,1,294,52,F2-U2-P,2,1,1,1,16,4,1,3,1,1,25.3,3.23,43.8,20.83,15.32,42,12.1
1760,1,294,52,F2-U2-P,2,1,1,2,52,0,0,0,0,1,0,0,7.8,20.83,15.32,42,12.1
1761,1,294,52,F2-U2-P,2,1,1,3,48,1,1,0,0,1,0,0,11.8,20.83,15.32,42,12.1
1762,1,294,52,F2-U2-P,2,1,1,4,53.5,0,0,0,0,1,0,0,6.3,20.83,15.32,42,12.1
1763,1,294,52,F2-U2-P,2,1,1,5,51,0,0,0,0,1,0,0,8.8,20.83,15.32,42,12.1
1764,1,294,52,F2-U2-P,2,1,1,6,48,1,1,0,0,1,0,0,11.8,20.83,15.32,42,12.1
1765,1,295,72,F2-U2-20,2,21,21,1,45,1,1,0,0,1,0,0,14.8,22.16,17.23,46,13.45
1766,1,295,72,F2-U2-20,2,21,21,2,35,1,1,0,0,1,0,0,24.8,22.16,17.23,46,13.45
1767,1,295,72,F2-U2-20,2,21,21,3,43,1,1,0,0,1,0,0,16.8,22.16,17.23,46,13.45
1768,1,295,72,F2-U2-20,2,21,21,4,18,3,1,3,1,1,124.3,4.82,41.8,22.16,17.23,46,13.45
1769,1,295,72,F2-U2-20,2,21,21,5,22,3,1,3,1,1,73.6,4.3,37.8,22.16,17.23,46,13.45
1770,1,295,72,F2-U2-20,2,21,21,6,19,3,1,3,1,1,71.2,4.27,40.8,22.16,17.23,46,13.45
1771,1,296,14,U2-12,0,13,13,1,21,3,1,3,1,1,179.8,5.19,37.4,18.72,16.88,43,13.09
1772,1,296,14,U2-12,0,13,13,2,55,0,0,0,0,1,0,0,3.4,18.72,16.88,43,13.09
1773,1,296,14,U2-12,0,13,13,3,53,0,0,0,0,1,0,0,5.4,18.72,16.88,43,13.09
1774,1,296,14,U2-12,0,13,13,4,20,3,1,3,1,1,73.8,4.3,38.4,18.72,16.88,43,13.09
1775,1,296,14,U2-12,0,13,13,5,40,1,1,2,1,1,348.1,5.85,18.4,18.72,16.88,43,13.09
1776,1,296,14,U2-12,0,13,13,6,52,0,0,0,0,1,0,0,6.4,18.72,16.88,43,13.09
1777,1,297,73,F2-U2-21,2,22,22,1,54,0,0,0,0,1,0,0,5.8,8.21,14.76,47,11.95
1778,1,297,73,F2-U2-21,2,22,22,2,58,0,0,0,0,1,0,0,1.8,8.21,14.76,47,11.95
1779,1,297,73,F2-U2-21,2,22,22,3,50,0,0,0,0,1,0,0,9.8,8.21,14.76,47,11.95
1780,1,297,73,F2-U2-21,2,22,22,4,38,0,0,0,0,1,0,0,21.8,8.21,14.76,47,11.95
1781,1,297,73,F2-U2-21,2,22,22,5,53,0,0,0,0,1,0,0,6.8,8.21,14.76,47,11.95
1782,1,297,73,F2-U2-21,2,22,22,6,41,1,1,0,0,1,0,0,18.8,8.21,14.76,47,11.95
1783,1,298,29,F1-U2-2,1,3,3,1,53,0,0,0,0,1,0,0,7.2,27.26,18.38,45,14.13
1784,1,298,29,F1-U2-2,1,3,3,2,53,0,0,0,0,1,0,0,7.2,27.26,18.38,45,14.13
1785,1,298,29,F1-U2-2,1,3,3,3,60,0,0,0,0,1,0,0,0.2,27.26,18.38,45,14.13
1786,1,298,29,F1-U2-2,1,3,3,4,47,0,0,0,0,1,0,0,13.2,27.26,18.38,45,14.13
1787,1,298,29,F1-U2-2,1,3,3,5,56,0,0,0,0,1,0,0,4.2,27.26,18.38,45,14.13
1788,1,298,29,F1-U2-2,1,3,3,6,36,0,0,0,0,1,0,0,24.2,27.26,18.38,45,14.13
1789,1,299,14,U2-12,0,13,13,1,20,3,1,3,1,1,74.8,4.31,38.4,18.72,16.88,43,13.09
1790,1,299,14,U2-12,0,13,13,2,29,1,1,0,0,1,0,0,29.4,18.72,16.88,43,13.09
1791,1,299,14,U2-12,0,13,13,3,37,4,1,3,1,1,194.6,5.27,21.4,18.72,16.88,43,13.09
1792,1,299,14,U2-12,0,13,13,4,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,18.72,16.88,43,13.09
1793,1,299,14,U2-12,0,13,13,5,10,3,1,3,1,1,17,2.83,48.4,18.72,16.88,43,13.09
1794,1,299,14,U2-12,0,13,13,6,48,1,1,0,0,1,0,0,10.4,18.72,16.88,43,13.09
1795,1,300,50,F1-U2-23,1,24,24,1,41,0,0,0,0,1,0,0,19.2,0.77,7.46,46,7.86
1796,1,300,50,F1-U2-23,1,24,24,2,61,1,1,0,0,1,0,0,-0.8,0.77,7.46,46,7.86
1797,1,300,50,F1-U2-23,1,24,24,3,51,0,0,0,0,1,0,0,9.2,0.77,7.46,46,7.86
1798,1,300,50,F1-U2-23,1,24,24,4,49,0,0,0,0,1,0,0,11.2,0.77,7.46,46,7.86
1799,1,300,50,F1-U2-23,1,24,24,5,52,0,0,0,0,1,0,0,8.2,0.77,7.46,46,7.86
1800,1,300,50,F1-U2-23,1,24,24,6,52.5,0,0,0,0,1,0,0,7.7,0.77,7.46,46,7.86
1801,2,301,57,F2-U2-5,2,6,6,1,20,4,1,3,1,1,152.8,5.03,39.8,26.12,17.57,46,13.67
1802,2,301,57,F2-U2-5,2,6,6,2,15,4,1,3,1,1,66.6,4.2,44.8,26.12,17.57,46,13.67
1803,2,301,57,F2-U2-5,2,6,6,3,47,1,1,0,0,1,0,0,12.8,26.12,17.57,46,13.67
1804,2,301,57,F2-U2-5,2,6,6,4,17,4,1,3,1,1,11.6,2.45,42.8,26.12,17.57,46,13.67
1805,2,301,57,F2-U2-5,2,6,6,5,67,0,0,0,0,1,0,0,-7.2,26.12,17.57,46,13.67
1806,2,301,57,F2-U2-5,2,6,6,6,22,4,1,3,1,1,186.4,5.23,37.8,26.12,17.57,46,13.67
1807,2,302,71,F2-U2-19,2,20,20,1,26,1,1,0,0,1,0,0,33.8,19.36,14.83,48,12.02
1808,2,302,71,F2-U2-19,2,20,20,2,19,3,1,3,1,1,104.2,4.65,40.8,19.36,14.83,48,12.02
1809,2,302,71,F2-U2-19,2,20,20,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,19.36,14.83,48,12.02
1810,2,302,71,F2-U2-19,2,20,20,4,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,19.36,14.83,48,12.02
1811,2,302,71,F2-U2-19,2,20,20,5,42,3,1,3,1,1,590.1,6.38,17.8,19.36,14.83,48,12.02
1812,2,302,71,F2-U2-19,2,20,20,6,71,1,1,0,0,1,0,0,-11.2,19.36,14.83,48,12.02
1813,2,303,57,F2-U2-5,2,6,6,1,40,1,1,0,0,1,0,0,19.8,26.12,17.57,46,13.67
1814,2,303,57,F2-U2-5,2,6,6,2,29,2,1,2,1,1,27.8,3.33,30.8,26.12,17.57,46,13.67
1815,2,303,57,F2-U2-5,2,6,6,3,22,4,1,3,1,1,126,4.84,37.8,26.12,17.57,46,13.67
1816,2,303,57,F2-U2-5,2,6,6,4,42,1,1,0,0,1,0,0,17.8,26.12,17.57,46,13.67
1817,2,303,57,F2-U2-5,2,6,6,5,53,1,1,0,0,1,0,0,6.8,26.12,17.57,46,13.67
1818,2,303,57,F2-U2-5,2,6,6,6,21,4,1,3,1,1,71.1,4.26,38.8,26.12,17.57,46,13.67
1819,2,304,31,F1-U2-4,1,5,5,1,22.5,4,1,3,1,1,132.4,4.89,37.7,28.05,13.39,46,11.09
1820,2,304,31,F1-U2-4,1,5,5,2,23,4,1,3,1,1,159.8,5.07,37.2,28.05,13.39,46,11.09
1821,2,304,31,F1-U2-4,1,5,5,3,28,3,1,3,1,1,234.7,5.46,32.2,28.05,13.39,46,11.09
1822,2,304,31,F1-U2-4,1,5,5,4,63.5,1,1,0,0,1,0,0,-3.3,28.05,13.39,46,11.09
1823,2,304,31,F1-U2-4,1,5,5,5,59,0,0,0,0,1,0,0,1.2,28.05,13.39,46,11.09
1824,2,304,31,F1-U2-4,1,5,5,6,30.5,3,1,3,1,1,198.5,5.29,29.7,28.05,13.39,46,11.09
1825,2,305,15,U2-13,0,14,14,1,25.5,3,1,3,1,1,173.9,5.16,32.9,18.84,13.62,45,11.19
1826,2,305,15,U2-13,0,14,14,2,36.5,3,1,3,1,1,282.2,5.64,21.9,18.84,13.62,45,11.19
1827,2,305,15,U2-13,0,14,14,3,41,2,1,2,1,1,37.2,3.62,17.4,18.84,13.62,45,11.19
1828,2,305,15,U2-13,0,14,14,4,23.5,3,1,3,1,1,103.6,4.64,34.9,18.84,13.62,45,11.19
1829,2,305,15,U2-13,0,14,14,5,21,4,1,3,1,1,107.4,4.68,37.4,18.84,13.62,45,11.19
1830,2,305,15,U2-13,0,14,14,6,57,1,1,0,0,1,0,0,1.4,18.84,13.62,45,11.19
1831,2,306,43,F1-U2-16,1,17,17,1,48,1,1,0,0,1,0,0,12.2,26.29,13.79,46,11.32
1832,2,306,43,F1-U2-16,1,17,17,2,48.5,0,0,0,0,1,0,0,11.7,26.29,13.79,46,11.32
1833,2,306,43,F1-U2-16,1,17,17,3,51.5,1,1,0,0,1,0,0,8.7,26.29,13.79,46,11.32
1834,2,306,43,F1-U2-16,1,17,17,4,63,0,0,0,0,1,0,0,-2.8,26.29,13.79,46,11.32
1835,2,306,43,F1-U2-16,1,17,17,5,29.5,2,1,2,1,1,7.6,2.03,30.7,26.29,13.79,46,11.32
1836,2,306,43,F1-U2-16,1,17,17,6,35,2,1,2,1,1,277.2,5.62,25.2,26.29,13.79,46,11.32
1837,2,307,39,F1-U2-12,1,13,13,1,39,3,1,3,1,1,549.6,6.31,21.2,18.72,16.88,43,13.09
1838,2,307,39,F1-U2-12,1,13,13,2,29.5,3,1,3,1,1,244.3,5.5,30.7,18.72,16.88,43,13.09
1839,2,307,39,F1-U2-12,1,13,13,3,66.5,0,0,0,0,1,0,0,-6.3,18.72,16.88,43,13.09
1840,2,307,39,F1-U2-12,1,13,13,4,17,4,1,3,0,1,0,0,43.2,18.72,16.88,43,13.09
1841,2,307,39,F1-U2-12,1,13,13,5,28,0,0,0,0,1,0,0,32.2,18.72,16.88,43,13.09
1842,2,307,39,F1-U2-12,1,13,13,6,27,4,1,3,1,1,99.2,4.6,33.2,18.72,16.88,43,13.09
1843,2,308,72,F2-U2-20,2,21,21,1,49,1,1,0,0,1,0,0,10.8,22.16,17.23,46,13.45
1844,2,308,72,F2-U2-20,2,21,21,2,32.5,0,0,0,0,1,0,0,27.3,22.16,17.23,46,13.45
1845,2,308,72,F2-U2-20,2,21,21,3,34,0,0,0,0,1,0,0,25.8,22.16,17.23,46,13.45
1846,2,308,72,F2-U2-20,2,21,21,4,38,1,1,0,0,1,0,0,21.8,22.16,17.23,46,13.45
1847,2,308,72,F2-U2-20,2,21,21,5,28,3,1,3,1,1,47.9,3.87,31.8,22.16,17.23,46,13.45
